premise,hypothesis,label
You can watch a tartan pattern being woven by machine and then choose from over 150 tartans in the shop .,The shop carries and sells over 150 tartans .,0
"By 600 b.c. , the Indo-Aryans had formed monarchies in the Ganga plain , surrounded by smaller tribes resisting the Brahmanic orthodoxy and its authoritarianism .",The Indo-Aryans created a socialist government .,2
less than half of all eligible voters participate in national elections,99 % of eligible voters vote in national elections .,2
"Everything depended on the time of day , mood , and the number of mirrors in her line of sight .",Nothing was going to change .,2
Klayman is described in such terms as controversial legal gadfly .,Klayman brings up controversial questions which hope to bring mayhem in the court room .,1
yeah that would be gosh,That would be great .,1
"Second , would all customers satisfying the requirements of the contract be allowed to use the same rates ?",Customer rates cannot be defined by contracts .,2
"Of the Italian paintings , Bellini 's L 'Ivresse de No ? ? ( The Drunkenness of Noah ) and Gior ? ­ dano 's Philosophe Cynique are outstanding .",Bellini 's L 'Ivresse is an Italian paintings .,0
"Known as Rajputana , and stretching from Delhi to the Pakistani Sind and the Punjab , this land is where the Rajput warriors erected their desert and mountain redoubts .",The Rajputana is where Rajut warriors had raised their desert and their mountain redoubts .,0
"As the population ages , spending for Social Security and federal health programs will leave increasingly less room for spending on other national priorities .",There will be more ability to spend social security,2
"'Already on it sir , ' Natalia smiled smugly .","With a smug smile , Natalia confirmed that she was already taking care of the issue .",0
"'Suicide isn 't in your nature , Ben , ' Lincoln spoke up .",Lincoln said Ben wouldn 't kill himself .,0
Then she came again .,She returned to the home .,1
it is very much so it 's a billion dollar problem you know every year uh our company had it doesn 't apply to me thank goodness it applies to you know to the younger employees that they 're having to pick up you know more of the uh health insurance cost you know themselves the deductibles are going up and the co-payments are going up,Younger employees will choose not to have health insurance to save money .,1
"Whatever the latest theory , the Pyramids of Giza ( the most well-known ) are , without doubt , an amazing sight as you stand before them .",There are multiple theories about the Pyramids of Giza .,0
"The author assumes that Dala was a great painter , which is not a given , as with Matisse .",The author assumed that both Dala and Matisse were horrible painters .,2
uh-huh what type of camping did you do,You don 't camp at all do you ?,2
In the middle of the square is a pool fed by the sacred spring .,The pool in the middle of the square is sacred .,1
"Slate , where my daughter Karenna worked in ' 96 and ' 97 .",My daughter worked for them for a couple years before she left for a better job .,1
Auditors should consider the results of previous audits and attestation engagements and follow up on known significant findings and recommendations that directly relate to the subject matter of the attestation engagement being undertaken .,There are usually multiple auditors that handle attestation engagements .,1
"It owes its reputation to its youthful , moreso than present , beauty .","Its reputation comes from its past beauty , more than the present .",0
"It would have been much easier for them to bring the crime home to Lawrence . 172 "" Yes , but that was mere chance .",Lawrence had the crime home brought to him .,2
Jon approached the big man .,Jon ran away in fear for his life .,2
The other story suggests that the young pundits on MSNBC may represent a sea change in American politics .,The young pundits have many different views from their predecessors .,1
"Women and minorities appear to be benefiting from greater employment opportunities in the United States , but discrimination remains a significant problem , according to a study to be released today by two professors at the Rutgers School of Law in Newark .",Women have no employement opportunities in the US,2
Noyers is a fortified medieval village with 16 towers in its ramparts .,Noyers has more than 10 towers in its ramparts .,0
took it out of me then and i 'd hate to think what it would do to me now,"It used to make me tired then , so I don 't wanna even think what it 'd do to me nowaways .",0
"Gateway of India still describes the main function of Mumbai , known until 1995 as Bombay .",Mumbai changed its name to Bombay in 1995 .,2
"However , in recent years , as figure 4.1 illustrates , private saving-which is the major component of nonfederal saving-declined as federal saving rose-which is consistent with the Ricardian equivalence hypothesis .",Figure 4.1 shows that saving behaviors in recent years support the Ricardian equivalence hypothesis,0
"The heat from those fragments cut through the chill in the air , and the glow furnished light for most of the camp .",The night was quite warm in contrast to the fragments .,2
and you 're hoping there is something that will cut down on that,There is nothing you are hoping for .,2
"Primary school education might be Chinese , Indian , or English , but secondary education must be Malay .",One option for primary school education is Indian .,0
HUMAN CAPITAL ANNUAL STEWARDSHIP INFORMATION,Human capital anual stewardship information about school .,1
Hanson stared up at the overseer who was staring back at him .,Hansen was not afraid of the overseer .,1
"H 'm , yes , that might be , said John .","Yes , that might be the case , said John .",1
"NBC stood by Albert , announcing he will continue to broadcast basketball playoff games .",NBC did not stand with him and fired Albert .,2
An agency 's customers are the individuals or organizations that are served by its programs .,An agency 's customers aren 't the individuals or organizations that are served by its programs,2
well that 's right because that 's just so much of the way that they make their money and so many communities have uh have to have that for farming and they don 't look at it so much as you know,We can help them by introducing more advanced farming techniques to the region .,1
"At the federal level , homeland security missions will require the involvement of the Central Intelligence Agency ( CIA ) , Federal Bureau of Investigation ( FBI ) , the U.S.",Homeland security missions will be planned at the CIA headquarters .,1
"Behind him , Jon heard the riders he had leaped over turn their mounts and saw the other foot soldiers hold their attacks .",He looked behind him to see the riders were no where to be found .,2
BAUERSTEIN I HAD had no opportunity as yet of passing on Poirot 's message to Lawrence .,The opportunity hadn 't yet arisen to hand Poirot 's message to Lawrence .,0
A walk around the shaded top of the ramparts takes about half an hour and offers beautiful views of the surrounding countryside .,The view from the top of the rampart is beautiful,0
"Anything , she concluded as long as I am not a Washington journalist in the era of Clinton and Gingrich and Starr , covering this horrible grudge match between the right and the left that has been building since Watergate .",She thought anything would be better then having to cover the grudge match .,1
"Now Inglethorp 's out of the way , there 's no one else ; no one , I mean , except ” one of us . "" Yes , indeed , that was nightmare enough for any man !",The murderer had to be someone from the outside .,2
and i guess there are some people out there like that um you know i always thought maybe you know if he took more of an interest and you know what i was doing and maybe we could have communicated better,"We always communicated well , and I don 't regret that he took no interest in my work .",2
we sit up here on our pedestals judging but we 're not there but it 's just it is totally unheard of that you you you even think it would happen,"We are fully aware of what 's going on , even though we are not there .",2
9 . INVERSE PRICE CAPS,9 Inward caps on price .,0
yes it is kind of small,It 's on the small side for a stadium .,1
no you get a couple yeah couple yeah it 's not a real meal,You get a couple chicken wings .,1
"The original designer , Erwin von Steinbach , began the pink Vosges sandstone facade in 1277 , but only got as far as the splendid Gallery of Apostles over the central rosewindow .",Erwin von Steinbach was able to complete the façade .,2
Grantees cannot continue representation in a welfare matter even where a constitutional or statutory validity challenge becomes apparent after representation is well under way .,Grantees can 't represent people in welfare matters .,0
and we did everything on a typewriter you know everything but it 's amazing you know then when where you know someone would have you type a letter,It 's impressive how we used to do everything on a typewriter .,0
"The statistical incidence of a single death , equivalent to a product of a population risk times a population size that equals one ) is estimated to be $ 6 million in 1999 dollars .",The statistical incidence of a single death is immeasurable by any means .,2
"The following morning the indefatigable Albert , having cemented an alliance with the greengrocer 's boy , took the latter 's place and ingratiated himself with the cook at Malthouse .",Albert got an alliance with the greengrocer 's boy .,0
"Constitution , count as spontaneous and good while everything else is defined as coercion .",The coercive dangers outside the constitution stem from an emphasis on the will of democracy over individual liberty .,1
OMB also informed us that generally Regulation X matters had been designated major rules under Executive Order 12291 .,OMB is the least popular government organization of all time .,1
uh-huh uh-huh oh right right now i want to see Sleeping With The Enemy,I have no desire to watch Sleeping With The Emperor .,2
Glassman and Hassett now claim that they will sort out the components of retained earnings to avoid double-counting in their forthcoming book .,Glassman and Hassett will attempt to avoid double-counting of retained earnings in their next book .,0
A time series comparing local unemployment rates with placement rates for job training program participants could be computed quantitatively and changes interpreted through the more qualitative time series data about the program .,The time series has been going on for the past eight months .,1
Miss Tuppence put me wise to that right away .,Miss Tuppence told me the truth about the situation .,0
I was famous all over the western desert .,Everyone in the western desert knew who I was .,0
my brother my brother is impossible when um he does football leagues and baseball leagues and all kinds of stuff and if there 's a game on he 's watching it i mean that 's all there is to it and he 's like glued at the TV,My brother is a shut-in and hates sports .,2
Intragovernmental sales may be made by an organization that maintains either an intragovernmental revolving fund ( such as the Defense Business Operations Fund ) or a public enterprise revolving fund ( such as the Postal Service ) .,The USDA is one of the few large agencies that does not have a revolving fund .,1
"Intense competition among the middle-range hotels means that you can often bargain for a lower rate , especially if you plan to stay for more than two nights .",There 's no competition among middle-range hotels .,2
"For example , recent research suggests that capital goods are relatively cheaper in the United States than in other countries , which means it takes less saving to buy a given amount",Research says capital goods are more expensive in the US than elsewhere .,2
"The Department of the Interior is exploring alternative procedures that would let tribes negotiate compacts directly with the secretary , cutting the states out of the equation .",The department wants to stop tribes who negotiate directly with the secretary .,2
"As any semiconscious economics student could tell you , a higher rate would not signal that the loan in question is more deserving than another , but rather , the that investors are being compensated for extra risk , leaving the marginal lender indifferent among the alternatives .",Higher loan rates are always better for the investors .,2
"The Piazza Grande , the highest point in town , is the site of the graceful town well decorated with griffins and lions .",The Piazza Grande is the lowest point in town and is right next to the sewers .,2
"Note also that Equations ( 1 ) and ( 2 ) have the characteristic that eVb / eD = -eVws / eD for each observation point , including 1996 .",Equations and have the characteristic that eVb / eD = -eVws / eD and that also e = mc ^ 2,1
"We selected the private sector companies based on ( 1 ) recognition for outstanding financial management practices and / or successful financial reengineering efforts , ( 2 ) size and complexity comparable to federal government agencies , and ( 3 ) discussions with members of our advisory group .",Companies were selected based on size and complexity comparable to federal government agencies .,0
"The grant will pay the salaries of two lawyers and an intake specialist for 18 months at the center , which will operate out of rented space in Salem 's old Masonic building at 70 Washington St. Center organizers hope to obtain more funds to extend the program .",Two lawyers will be paid for by the grant .,0
It was hard to see straight .,It was difficult to see correctly .,0
"At its stakeholders ' request , it provided trend data and laid out strategies for achieving its environmental milestones .",Stakeholders were previously unsure about whether the environmental milestones could be achieved .,1
uh uh one of the drawbacks i think of working for a big company is often times you do have to follow pretty rigid um guidelines um if if an employee is especially exemplary i think it 's often in a smaller company it 's a little bit easier for them to say hey you know this person did a wonderful job give him a big bonus kind of thing a lot of times,The company in question is a large company .,1
"Review Comment USACE 's latest software program used for documenting , collecting ,","Review Comment NASA 's oldest software application used for analyzing , modifying ,",2
What ? We all like to impress people .,Everyone likes to look good .,0
Indians were removed from key positions in the administration because Cornwallis considered them not yet up to the stricter ethical standards that were being introduced .,Cornwallis considered Indians unfit for key administrative positions .,0
"I was greatly encouraged to see Michael Goff 's proposal of a Microsoft fashion-upgrade strategy , titled Dressing Up the Nerds .",Microsoft 's strategy of upgrading the fashion of their employees has resulted in higher sales .,1
IPM is a linear programming model of the electricity sector that finds the most efficient,IPM is a non-linear evaluation model of the electricity sector .,2
"Sporades means scattered , and this group of four islands lies off the Greek mainland in just this fashion .",They are close to one another by about 1 mile .,1
yeah but even even cooking over an open fire is a little more fun isn 't it,I like the flavour of the food .,1
What do they know ?,Do they know who killed her ?,1
3 . Worst / Best Films of 1999,1999 's best comedies .,1
"Herbert Gutman 's The Black Family in Slavery and Freedom 1750-1925 ( 1976 ) showed that slave families , while often broken up when members were sold or assigned to different plantations , were remarkably monogamous and stable .",Gutman 's work showed slaves cared a lot about having productive families .,1
"Oh yes , my friends , a letter .","Oh yes , a letter .",0
"( For more on the domino effect that supposedly will occur , see / / www.garynorth.com )",It is the second time a domino effect should occur this year .,1
My foolishness got me captured by those bounty hunters and nearly sold into a life of slavery .,I got captured because I was foolish .,0
um on a lot of financial aid and where i am now i 'm i 'm only in graduate school because they waive tuition and,My graduate school has waived my tuition fees .,0
"Something about wanting to be taken to Marguerite ? """,Marguerite would be a good plave to go .,1
Tuppence relented suddenly .,Tuppence was getting even more intense .,2
and you get more and more people who would just end up there because it 's uh it 's the safety net of those of you know average intelligence or something they can always teach,People end up there because it 's a safe place to be .,0
"In other words , remarkable results demand remarkable evidence .","In other words , remarkable results need remarkable evidence due to competing ideas .",1
and you can always you can always heat it up again and save you know,You can save it to heat up later .,0
12Office of Management and Changes Resulting From the OMB 2000 Reorganization,They were not able to change til the results from 2015 were released .,2
"Historically , the Department of Defense ( DOD ) has taken much longer and",The Department of Defense has always done things very quickly .,2
"Slate is content to obey the laws of the United States , even laws we don 't care for .",State has always followed United States laws .,1
"In the post-Soviet chaos , youngsters found more ways to duck conscription , and the quality of the average soldier plummeted .",Young men used under-the-table tactics to avoid getting enlisted .,1
"The court denied a preliminary injunction , finding no probability of success on the merits .",The court did not think that an injunction was justified .,0
"These were to ( 1 ) define clear missions and desired outcomes ,",Only define the outcomes that are desired .,2
there were several credit cards and then there were several other businesses but uh i i guess what 's interesting have you seen the uh the the the the ads where they 're offering to extend payments on uh things like uh like the credit union 's offering,Not a single one of them had any offers that day .,2
"Or at least , that is the premise of Anglo-American jurisprudence , which uses the same model .",That is at least the idea of law in Anglo-American society .,0
"Casa de la Trova ( Calle Heredia ) , Casa de las Tradiciones ( Calle General Lacret ) .",Casa de la Trova is not in Calle Heredia .,2
Did you know he is boycotting Spin because he felt we weren 't reverential enough to him ?,Did you know he 's boycotting Spin only because it wasn 't reverential enough in his opinion .,1
"Even the Alaskan native population , many of whose members still subsist by hunting and fishing , is divided according to the traditional interests and financial stakes in the potential revenues .",The Alaskan native population still depends on hunting and fishing .,0
well see um and i worked for a steel mill the past two summers,I 've been gainfully employed in the past .,0
"The population of less than a quarter million is concentrated mainly in the two major towns of Bastia ( industrial and noisy , but with a colorful old town ) and the more attractive Ajaccio .",Ajaccio is the least attractive area to live .,2
He finished reloading and turned around the corner .,He decided not to reload his gun and continued on the straight path home .,2
and i would always be on the other end of two eighty five having to go all the way around two eighty five and then onto eighty five to go home and it was always at the end of the day,Going all the way around took 45 minutes .,1
OUTCOME - ( 1 ) Defined in broad terms in SFFAC No .,The outcome is not defined in broad terms .,2
"Missouri submitted its state plan to LSC on October 1 , 1998 .",They submitted the plan on time .,1
Be sure to keep a log of your testing for inclusion in the engagement workpapers .,A testing log is helpful .,0
Sampling frame generated from the 1980 Census 100-percent detail file .,The data was collected from the census done in 1980 .,0
You will find a number of Mary 's personal effects on display .,Mary has her hairbrush and some jewelry on display .,1
i 'm not uh fan of cold weather i 've lived up in in the northern part of the country and i never did like the cold weather that much,"I got tired of freezing my face off in the Winter , so I moved down South .",1
"In a minute , when I 've done with you , you 'll go to bed as I told you to .",You can go to bed now . I will finish my task tomorrow .,2
The owner or operator of a facility with excess emissions must both offset the excess emissions with an equal amount of allowances and pay a financial penalty .,"If it surfaces that a facility has excess emissions , the owner never gets the blame , and only the employees need to change their behavior .",2
to uh just do do we called it the golden flow but and they did random drug testing just because,I think that the randomized drug tests were a good thing .,1
"That was some fun watching how the giant two-headed lizard 's constant bickering among itself eventually led to its extinction , a lesson for us all and especially for my Uncle Morty and Aunt Bernice .",No one could learn any lessons from watching that lizard argue with itself .,2
"Above this rises a tower of 13 diminishing golden disks symbolizing the 13 steps to enlightenment , then a golden royal parasol topped by a bell-shaped crown .",The disks on the tower all diminish towards the top .,1
"A worldclass finance organization can best be defined in terms of the business outcomes it producesoutcomes such as improved business analysis , innovative solutions to business problems , reduced operating costs , increased capability to perform adhoc analysis , and improved overall business performance .",The finance organization is badly run .,2
uh-huh i tend to favor uh rock and roll mostly from the sixties and seventies,I don 't favor rock from the sixties .,2
well we 've sort of been seeing a little climatic shift here on the East Coast or at least it seems that way that uh the winters have been milder for the last five years and uh,There hasn 't been any climatic shift in the past five years .,2
Slate have very little appeal outside the United States .,There is barely any interest in Slate in America,0
yeah yeah they couldn 't cover my hourly rate,They paid me more than my hourly wage .,2
three cats i see oh really that 's interesting what breed do you do you deal in,I breed multiple types of cats .,1
These features and their benefits are shown in table 2.4 .,It was necessary to show the features with their corresponding benefits in this particular table .,1
it 's a lot cheaper in uh in uh Texas,Prices are much higher in Texas because of a Chinese tariff that only applies there .,2
"What is the first you heard of it ? "" 40 "" Well , sir , I happened to be going along the hall outside yesterday , , """,I never heard about it .,2
Kohl 's inability to create jobs in the former East Germany and his overtaxing of the former West Germany have killed his popularity .,Kohl 's ability to create jobs in the former East Germany and undertaxing of the former West Germany have gained him popularity .,2
"And don 't miss a stroll down Francis Street ( Dublin 7 ) , Dublin 's antiques highway , lined with antiques and art stores .",Francis Street is great if you need to sell carpets and guns .,2
"You can visit the Temple Mount from Saturday through Thursday , but on Fridays ( the Muslim Sabbath ) and on major Islamic holidays , including the entire holy month of Ramadan , the Haram is closed to non-Muslims .",The Temple Mount is open to non-Muslims during Ramadan .,2
"Make sure the dealer gives you a fatura ( invoice ) stating the value of the piece , and when and where it was made .",It is absolutely essential to obtain an invoice from the dealer .,1
"'They 'll want me alive , ' I told my captor tersely .",I impressed upon them the need to keep me alive .,0
"Compared to the prepayment examination of all invoices , implementing sampling procedures increases the risks of overpayments occurring and going undetected .",Prepaying invoices lowers the risk of overpayments to insurers .,1
The two men departed and the door slammed .,"The men exited through the door silently , closing it softly .",2
Productivity is assumed to advance 1.5 percent each year through the end of the simulation period even if investment collapses .,It is assumed that productivity will go up 1.5 percent every year until the simulation period is over .,0
well i 'm sorry,I apologize for my behavior .,1
She is an excellent specimen of well-balanced English beef and brawn .,"She 's an excellent specimen of English beef and brawn , well-balanced between the two from her past experience .",1
"A victory by Deep Blue would indicate its superior computational skills , but not a capacity for conscious thought .",Deep Red is capable of superior computational skills .,2
Sitting on the north side of Tahrir Square is the Egyptian Museum built in 1902 as the Cairo Museum .,The Cairo Museum is the largest museum in Africa .,1
"Fortunately , the whole family can enjoy a hint of the thrills of undersea swimming .",Undersea swimming can be enjoyed by the whole family .,0
"Also , that she was equally in love with him .",That she loved him the same amount .,0
The Commission determined that the rule contains no information collection requirements subject to the Act .,Information collection requirements subject to the Act are contained in the rule .,2
Limestone was used as an estimate of reagent for FGD systems .,Limestone was never used .,2
"These include stone vessels , pottery , hammers and a potter 's wheel .",There are only a few stone vessels ; nothing else .,2
Ashoka began by killing all his rivals before conquering Kalinga in 260 b.c.,Asoka defeated his enemies but failed as a conquerer .,2
I find the paper by the critics more than extremely unfair .,"I find the paper unfair , but many others believe it 's reasonable .",1
i 'm in Lewisville,I 'll be in Lewisville next week .,2
Revolution and Napoleon,Both Napoleon and revolutions are fictional concepts .,2
"It 's your turn , now .",it is now your turn .,0
"Come ' long an ' look ' em over .... "" Drew rode off , out of the patio gate , giving Shiloh his daily workout , trying to guess what Johnny Shannon had against him .",Drew kept Shiloh locked up and never let him run .,2
that would certainly help i 'm sure,"No , that does not help me .",2
but don 't tell the NRA i said that,The NRA shouldn 't know that .,1
"Jordan had been outplayed by their Calbert Cheaney , a streaky player .",Cheaney had utilized a sneaky maneuver to work around Jordan 's great physical prowess on the court .,1
"The Britpack represent the new orthodoxy , says the Wall Street Journal ' s Paul Levy .",Paul Levy of the Wall Street Journal states The Britpack is a new Orthodoxy .,0
"Rumpelstilsken , repair yourself ! There was a whirring and scraping inside the mechanism , and Hanson let out a yell .",Hanson yelled out for Rumpelstilsken .,0
"In planning the engagement , auditors should obtain an understanding of internal control7 as it relates to the subject matter or assertion to which the auditors are attesting .",Auditors have external controls .,2
do you have anybody that you uh have are close to that decision on or anything or i 've thought about it for myself and all and my wife my wife 's mother is uh in a retirement home she 's not in a nursing home uh,I think about it for myself .,0
It had already been done--and had failed .,It had been done and failed .,0
"She sure was the pluckiest little girl "" But suddenly something seemed to crack in Tommy 's brain .",Tommy 's brain was completely normal .,2
"Since 1994 , when Republicans took over as the majority party in the Congress , GOP members have charged that the LSC takes part in political activities .","Since 1994 , Republicans have consistently denied that the LSC takes part in politics .",2
The voters chose Clinton as a second-term president .,Clinton lost the second election .,2
The same is true for many flowers .,This is true for many flowers- you have to water them regularly or they 'll die .,1
How come ? I wrote about 160 individual SMSs of 20 characters each in one minute ?,I wrote about 5 texts total .,2
"Matrix of Categories In this technique , a coding scheme is developed prior to data collection .",Before data is collected there is a scheme for figuring out how to sort the data .,0
i think that 's right i think they just lost their uh inspiration for a while,The athletes lost touch with their inspiration for a bit .,1
okay i was trying to get my children quiet for a minute well credit cards boy that 's an easy topic isn 't it,Okay my children have been asleep .,2
"OMB 's 1996 revision of Circular A-130 , Appendix III , recognizes that federal agencies have had difficulty in performing effective risk assessments--expending resources on complex assessments of specific risks with limited tangible benefits in terms of improved security .","Nobody has yet recognized that federal agencies have had difficulty in performing effective risk assessments , and the money wasting goes on .",2
Eva Cortes-Espino went to Affordable Automobile Wholesale Inc . ( AAW ) in Southeast Portland on Aug. 7 searching for a car .,Eva Cortes-Espinio was not shopping for a car .,2
"But it was a foregone conclusion that when evolutionary psychology began to focus on genetic predispositions and majoritarian norms to the exclusion of everything else , some literalists would in fact forget everything else .",Evolutionary psychologists started to look at how climate impacts people .,2
chronic bronchitis Morphological changes Altered host defense mechanisms Moderate or worse asthma status,Host defense mechanisms can be altered by chronic bronchitis .,0
"One doesn 't wish to stand silently by while others merrily exchange misinformation about Albania , the NYPD , and computer viruses .",It is not desirable to stand by in silence while others exchange misinformation .,0
and uh it 's i think they 're they 're like all companies well represented and uh you know everything seems to be fine i i 've kind of lost touch with the company we had a falling out but uh,"We may have had a falling out , but everything seems fine with the company",0
"Local tourist offices will gladly direct you to farms where you can sample the regional cheeses and buy them on the spot ' more fun than in the unexceptional towns of Camembert , Pont-l 'Evaque , and Livarot themselves .",You can also buy milk from the farms .,1
"A walk clockwise around the palace grounds will bring you first to the picturesque Nijubashi Bridge and the Seimon Gate , where the public is allowed to enter the palace grounds .",Walking clockwise around the palace will lead to the Nijubashi Bridge and Seimon Gate .,0
"The US embargo , denounced by an ever-increasing majority in the United Nations , is spurred on by vehement anti-Castro lobbying by Cubans in southern Florida .",The US embargo was denounced by many in the United Nations because they deem it unfair .,1
uh she chewed the corners off the picnic table and chewed cross members off chairs,She chewed picnic tables and chairs .,0
yeah i i don 't see it we 've got a lot of younger families in our neighborhood and everybody 's so busy out there making a living uh you can see why the well i know uh,There are a bunch of young people in the neighborhood .,1
and they have other problems they have Shiite Muslims to deal with,And they do not have an issue with the Shiite Muslims .,2
"To many Madeirans who believe the Lady of Monte has carried them through troubled times , the pilgrimage is an obligation .","Because the Lady of Monte is believed to have carried them through troubled times , Madeirans believe the pilgrimage is an obligation .",1
It will be sufficient to say that in the early days of 1915 a certain document came into being .,The document was written by important people .,1
But there is plenty of evidence that it was heartily appreciative of the racial subtext .,Your claims of racial subtext are unfounded . You should stop reading so much into things .,2
From this square known to tourists as Lion Square most of Iraklion 's attractions are only a few minutes ' walk .,Tourists in Iraklion know this square as Lion Square .,0
yeah have you been doing anything outside in this great weather,What are you doing inside today ?,2
and so she 's going back for that and so i i i 've got three people i 'm supporting in in school now and i guess i ought to go back myself i 'm getting enthusiastic because they they 're having so much fun you know,I 'm supporting three five year olds in school right now .,1
they always say you 've talked your ten minute limit,They 'll let you know when your 3 minutes are up .,2
what 's neat is seeing history happen you know,Seeing history is cool .,0
"The oldest and most authentic Yemenite restaurant in town , serving excellent mellawachs ( pancakes ) .",The best place to eat superb pancakes is at the oldest Yemenite restaurant .,0
'We 're provisionally hoping that this 'll be an isolated incident . ' ,We hope that there are no more fires .,1
He fought much better than he had their first time .,He was much better in the boxing ring the second time around .,1
"The silence continues for 30 seconds till she walks around the corner and disappears into a closed back corridor , followed by her legal team .",The silence continued for 30 seconds .,0
"In return , Britain offered protection and mediation in the conflicts .",Britain felt satisfaction in helping resolve problems .,1
"Meta- Late Edition features a video clip of Susan Page , Blankley , and Steve Roberts giving their thoughts on the Lewinsky scandal just after it had sprung ( six months ago , in case you 're counting ) .",The Lewinsky case hasn 't sprung yet .,2
"The largest of the three , the Great Pyramid of Cheops is the only survivor of the Seven Wonders of the World described by Greek and Roman scholars .",The rest were destroyed in the Vampire Wars .,1
"Why ? "" He appeared to be in an absolute frenzy .",Frenzied was the way everyone saw him .,1
"( 2 ) determines the types and ranges of services , ( 3 ) sets the rate of payment for services , and ( 4 ) administers its own program .",( 2 ) sets the rate of payment for services .,2
"The 17th-century palazzi make an exquisite setting for your late afternoon passeggiata along the arcades of shops and cafe , culminating in the graceful symmetry of two Baroque churches , Juvarra 's Santa Cristina and its twin , San Carlo .",The palazzi doesn 't have any amenities .,2
Severn scowled at him .,Severn was so mad he hit him .,1
A Time special report revises the conventional wisdom about which foods are good for the heart .,A Time report gave knowledge on which foods are good for the heart .,0
"One of them Belgies from the village ? """,No one is from the village anymore .,2
He drowned in doubt .,He was 100 % confident in his thoughts .,2
Group is involved in joint ventures with Ford and Nynex . ),Ford refuses to have anyone help in developing one of their projects .,2
"No , I shan 't say any more .",I have said too much already .,1
"The grounds , like those of any other private house after nightfall , seemed untenanted .",The grounds were empty .,0
"Nobody ever seems to be able to pass from one holy place or historical site to another without stopping along the way to browse through boxes of broken Roman-era glass at an antiquities shop , bargain for figs and grapes in the markets , sample Arabic desserts , or examine old Hanukkah menorahs and hand-embroidered Bedouin cafens .",No one goes to a historical place without buying a special souvenir .,1
"Under the Clear Skies Initiative , America will continue to have a diverse fuel mix that ensures a reliable , affordable energy supply .",The Clear Skies Initiative makes sure America relies on several types of energy .,1
The Presidential Initiative to Increase Seat Belt Use Nation-wide,"The President 's chief concern is national safety , exhibited in her initiative to increase seat belt use .",1
okay yeah on the other side of Amarillo yeah,Near Amarillo but on the other side .,0
That much his memoir gets right .,Everything in his memoir is correct .,1
"In reality , there has been very little actual competition for our federal funds .",There has been stiff competition for our federal funds .,2
"The winner is the master of the cleverest ploys and strategems [ sic ] . Moreover , Chinese leaders are quick to find fault in others and try always to appear bold and fearless .",The winner has the smartest tricks .,0
"Other buildings house res ? ­ tau ? ­ rants , cafe , and fashionable bou ? ­ tiques and galleries .",The restaurants include a Chinese buffet and a steak house .,1
"That 's some lad , Tuppence . """,He is not some lad .,2
Rome named capital of unified Italy,There were four other cities in consideration before Italy was chosen to be the capital .,1
"The feint , parries , counters , ripostes , and stabs blended together , making Ca 'daan dizzy .",Ca 'daan felt fine ; he wasn 't dizzy at all .,2
"The best way to approach this proud old town perched high on the cliffs is by boat , past the limpid blue waters of the Sdragonato cave and the Escalier du Roi d 'Aragon , a staircase cut diagonally into the cliff face , used by the soldiers of the Spanish king in an abortive siege of the town in the 15th century .",You will not be able to access the town by boat and there 's no way to get up the cliffs .,2
In 1993 he was caught trying to smuggle classified information out in his prison letters .,He tried to sneak information about where he hid the bodies .,1
"Despite the differences between the Chinese majority and the European minority , relations were generally cordial .","Even with their differences , both peoples were able to come to common ground .",0
The Registration Form final rule amends Form N-1A which is used by mutual funds to register under the Investment Company Act of 1940 and to offer their shares under the Securities Act of 1933 .,The Investment Company Act did not go into effect until after 1970 .,2
The sky is a solid sphere that surrounds Earth .,The earth is surrounded by the sky .,0
slipping it out there,You just leave it here .,2
Bush has milked this protective anguish for months .,This protective anguish was milked by Bush for months .,0
They couldn 't use oxygen in their metabolism .,They are from another planet .,1
Neuharth imposed his philosophy on the newsroom .,The opinions which Neuharth pressed onto the newsroom was met with hostility .,1
"Soon they both stood , staring past the other , bodies jerkling slightly .",The two sat quietly together .,2
"After a name change to ' Puddle Skin Care ' and a contract with a chain of make-up shops Zedhwora , the brand reached an exclusive status and overtook other skin care innovations - extract of quails ' tonsils , essence of rutabaga and double C vitamin .",The brand was not popular .,2
"They involve techniques such as graphic data displays , tabulations of event frequencies , and chronological or time series orderings .","Techniques of graphic data displays , tabulations of frequencies and chronological orders are involved",0
"What about some lunch with me ? """,Why don 't we go to the diner for lunch together ?,1
Hong Kongers are increasingly restless about Chinese rule .,Chinese rule has no effects on Hong Kongers .,2
As if confirming his fear a group of twelve men gathered and crossed the same bridge .,The twelve men crossed a different bridge .,2
"Yes , he was retired and had the time , but he could have just as easily spent that time on the golf course .",The man was kind of annoyed he spent the day with his wife instead of on the golf course .,1
"The falls are especially impressive after a summer rain , when the sunshine produces a single or even double rainbow in the spray .","After a rain , there is a magnificent view of a single or double rainbow over the falls .",0
Presentation to the Clean Air Science Advisory Committee .,Presenting to the clean air science advisory committee,0
"More than 800 paintings are exhibited , dating from the 13th century to the present day .",The paintings are all contemporary cartoon and comic book works .,2
um uh any white fish sole is good um um flounder sole or flounder is real good,Flounder sole tastes better than other types of white fish .,1
"Next to the church , the prison-like building with those fierce , barred windows was , in fact , a prison when it was built in the 17th century .",A prison was built in the 17th century next to the church .,0
"As a former track wannabe and somebody with several postgraduate degrees , I took exception to this egregious statement in the May 21 Today 's",As a track wannabe without degrees I took offense to this subject .,2
